area_type,availability,bath,balcony,price,site_location,bhk,new_total_sqft,price_per_sqft
Super built-up  Area,Ready To Move,2.0,1.0,67.5,Deccan Gymkhana,2,1404.0,4807.692307692308
Carpet  Area,Ready To Move,2.0,2.0,65.0,Deccan Gymkhana,2,1100.0,5909.090909090909
Super built-up  Area,Ready To Move,2.0,1.0,62.0,Deccan Gymkhana,2,1418.0,4372.3554301833565
Plot  Area,Ready To Move,5.0,1.0,140.0,Deccan Gymkhana,6,1800.0,7777.777777777777
Built-up  Area,Ready To Move,4.0,1.0,225.0,Dehu Road,4,3700.0,6081.081081081081
Super built-up  Area,20-Dec,1.0,1.0,26.0,Dehu Road,1,525.0,4952.380952380952
Plot  Area,Ready To Move,2.0,1.0,65.0,Dehu Road,2,1200.0,5416.666666666667
Carpet  Area,Ready To Move,2.0,2.0,98.0,Dehu Road,2,1100.0,8909.09090909091
Super built-up  Area,Ready To Move,2.0,0.0,65.0,Dehu Road,2,1120.0,5803.571428571428
Super built-up  Area,18-May,1.0,1.0,40.0,Dehu Road,1,630.0,6349.206349206349
Built-up  Area,Ready To Move,2.0,0.0,42.0,Dehu Road,2,650.0,6461.538461538462
Super built-up  Area,Ready To Move,2.0,2.0,64.08,Dehu Road,2,1161.0,5519.37984496124
Built-up  Area,Ready To Move,3.0,2.0,170.0,Dehu Road,3,2400.0,7083.333333333333
Super built-up  Area,Ready To Move,2.0,2.0,55.0,Dehu Road,2,1120.0,4910.714285714285
Super built-up  Area,20-Dec,2.0,1.0,32.72,Dehu Road,2,935.0,3499.4652406417113
Super built-up  Area,Ready To Move,2.0,2.0,80.0,Dehu Road,2,1080.0,7407.407407407408
Built-up  Area,Ready To Move,2.0,1.0,50.0,Dehu Road,2,1310.0,3816.793893129771
Built-up  Area,Ready To Move,2.0,2.0,40.0,Dehu Road,2,1000.0,4000.0
Super built-up  Area,Ready To Move,2.0,3.0,50.0,Dehu Road,2,800.0,6250.0
Super built-up  Area,18-Aug,3.0,2.0,47.0,Dehu Road,2,1230.0,3821.1382113821137
Super built-up  Area,Ready To Move,2.0,2.0,43.0,Dehu Road,2,1050.0,4095.2380952380954
Super built-up  Area,18-May,2.0,1.0,43.0,Dehu Road,2,1050.0,4095.2380952380954
Super built-up  Area,Ready To Move,2.0,2.0,52.0,Dehu Road,2,1022.0,5088.062622309198
Super built-up  Area,Ready To Move,2.0,1.0,38.0,Dehu Road,2,950.0,4000.0
Built-up  Area,Ready To Move,2.0,1.0,56.0,Dehu Road,2,1164.0,4810.996563573884
Super built-up  Area,Ready To Move,2.0,2.0,55.0,Dehu Road,2,1055.0,5213.270142180095
Super built-up  Area,Ready To Move,2.0,1.0,83.09,Dehu Road,2,1385.0,5999.27797833935
Super built-up  Area,Ready To Move,2.0,3.0,41.0,Dehu Road,2,1020.0,4019.607843137255
Super built-up  Area,Ready To Move,2.0,3.0,74.0,Dehu Road,2,1174.0,6303.236797274276
Super built-up  Area,Ready To Move,2.0,2.0,53.0,Dehu Road,2,1200.0,4416.666666666667
Super built-up  Area,Ready To Move,2.0,2.0,43.59,Dehu Road,2,1090.0,3999.0825688073396
Super built-up  Area,Ready To Move,2.0,2.0,49.0,Dehu Road,2,902.0,5432.372505543237
Super built-up  Area,Ready To Move,2.0,3.0,38.0,Dehu Road,2,925.0,4108.108108108108
Super built-up  Area,Ready To Move,2.0,1.0,82.0,Dehu Road,3,1265.0,6482.213438735178
Super built-up  Area,Ready To Move,2.0,1.0,75.0,Dehu Road,2,1200.0,6250.0
Super built-up  Area,Ready To Move,2.0,1.0,37.8,Dehu Road,2,1080.0,3499.9999999999995
Super built-up  Area,Ready To Move,2.0,2.0,100.0,Dehu Road,2,1270.0,7874.0157480314965
Super built-up  Area,19-Dec,1.0,1.0,44.0,Dehu Road,1,615.0,7154.471544715447
Super built-up  Area,Ready To Move,2.0,1.0,57.0,Dehu Road,2,1020.0,5588.235294117647
Plot  Area,Ready To Move,3.0,2.0,88.0,Dehu Road,3,1500.0,5866.666666666667
Super built-up  Area,20-Aug,2.0,1.0,60.0,Dehu Road,2,1067.0,5623.242736644798
Super built-up  Area,Ready To Move,2.0,1.0,62.0,Dehu Road,2,1071.0,5788.9822595704945
Super built-up  Area,Ready To Move,2.0,2.0,56.0,Dehu Road,2,1009.0,5550.049554013875
Built-up  Area,Ready To Move,2.0,1.0,65.8,Dehu Road,2,1253.0,5251.3966480446925
Super built-up  Area,Ready To Move,2.0,1.0,55.0,Dehu Road,2,985.0,5583.756345177665
Super built-up  Area,Ready To Move,3.0,2.0,125.0,Dehu Road,3,1500.0,8333.333333333334
Super built-up  Area,18-May,2.0,0.0,65.0,Dehu Road,2,1162.0,5593.803786574871
Super built-up  Area,Ready To Move,2.0,1.0,78.0,Dehu Road,2,1265.0,6166.00790513834
Built-up  Area,Ready To Move,3.0,3.0,140.0,Dehu Road,3,1850.0,7567.5675675675675
Super built-up  Area,Ready To Move,1.0,1.0,39.0,Dehu Road,1,610.0,6393.44262295082
Super built-up  Area,18-Dec,5.0,0.0,157.5,Dehu Road,4,2856.0,5514.705882352941
Super built-up  Area,18-Mar,2.0,1.0,80.0,Dehu Road,2,1210.0,6611.570247933884
Super built-up  Area,17-Jun,2.0,1.0,60.0,Dehu Road,2,1044.0,5747.126436781609
Super built-up  Area,18-Apr,2.0,1.0,83.0,Dehu Road,2,1265.0,6561.264822134387
Super built-up  Area,20-Jan,3.0,1.0,150.0,Dehu Road,3,1740.0,8620.689655172413
Plot  Area,18-Jul,3.0,2.0,90.0,Dehu Road,3,1500.0,6000.0
Super built-up  Area,Ready To Move,2.0,1.0,60.0,Dehu Road,2,1120.0,5357.142857142857
Super built-up  Area,21-Dec,2.0,2.0,29.25,Dehu Road,1,525.0,5571.428571428572
Plot  Area,18-Nov,4.0,1.0,143.0,Dehu Road,4,2400.0,5958.333333333333
Built-up  Area,Ready To Move,5.0,1.0,240.0,Dehu Road,4,2750.0,8727.272727272728
Built-up  Area,21-Dec,2.0,1.0,35.0,Dehu Road,2,700.0,5000.0
Built-up  Area,Ready To Move,2.0,2.0,65.0,Dehu Road,2,1240.0,5241.935483870968
Built-up  Area,Ready To Move,6.0,0.0,81.0,Dehu Road,6,2500.0,3240.0
Super built-up  Area,Ready To Move,2.0,1.0,35.0,Dehu Road,2,825.0,4242.424242424242
Super built-up  Area,18-May,2.0,1.0,68.0,Dehu Road,3,1286.0,5287.713841368584
Super built-up  Area,Ready To Move,3.0,2.0,400.0,Dehu Road,3,5400.0,7407.407407407408
Super built-up  Area,Ready To Move,3.0,1.0,85.0,Dehu Road,3,1550.0,5483.870967741936
Super built-up  Area,Ready To Move,2.0,2.0,110.0,Dehu Road,2,1495.0,7357.859531772575
Super built-up  Area,Ready To Move,3.0,2.0,93.0,Dehu Road,3,1721.0,5403.834979662986
Super built-up  Area,Ready To Move,2.0,2.0,35.0,Dehu Road,2,1000.0,3500.0
Super built-up  Area,Ready To Move,3.0,2.0,95.0,Dehu Road,3,1715.0,5539.35860058309
Built-up  Area,Ready To Move,4.0,1.0,150.0,Dehu Road,4,2400.0,6250.0
Built-up  Area,Ready To Move,2.0,1.0,53.5,Dehu Road,2,1200.0,4458.333333333333
Super built-up  Area,20-Dec,2.0,1.0,32.0,Dehu Road,2,935.0,3422.4598930481284
Super built-up  Area,Ready To Move,3.0,2.0,149.0,Dehu Road,4,2135.0,6978.922716627635
Built-up  Area,Ready To Move,2.0,1.0,57.0,Dehu Road,2,1155.0,4935.064935064935
Built-up  Area,Ready To Move,2.0,2.0,75.0,Dehu Road,2,1164.0,6443.298969072165
Super built-up  Area,19-Jul,2.0,2.0,105.0,Dehu Road,2,1296.0,8101.851851851852
Built-up  Area,Ready To Move,4.0,2.0,129.0,Dehu Road,4,1948.0,6622.17659137577
Super built-up  Area,18-Aug,2.0,1.0,42.28,Dehu Road,2,994.0,4253.521126760564
Super built-up  Area,Ready To Move,3.0,2.0,170.0,Dehu Road,3,2546.0,6677.140612725844
Built-up  Area,Ready To Move,2.0,2.0,58.3,Dehu Road,3,1060.0,5500.0
Super built-up  Area,Ready To Move,2.0,2.0,46.0,Dehu Road,2,1243.0,3700.7240547063557
Super built-up  Area,Ready To Move,2.0,1.0,85.0,Dehu Road,2,1473.0,5770.536320434488
Super built-up  Area,Ready To Move,2.0,1.0,190.0,Dehu Road,3,2200.0,8636.363636363636
Super built-up  Area,Ready To Move,2.0,3.0,75.0,Dehu Road,2,1260.0,5952.380952380952
Plot  Area,Ready To Move,3.0,1.0,120.0,Dehu Road,3,1600.0,7500.0
Plot  Area,Ready To Move,3.0,1.0,180.0,Dehu Road,4,2000.0,9000.0
Super built-up  Area,18-Apr,3.0,3.0,109.0,Dehu Road,3,1762.0,6186.152099886493
Built-up  Area,Ready To Move,2.0,2.0,60.0,Dehu Road,2,1370.0,4379.56204379562
Super built-up  Area,Ready To Move,2.0,2.0,60.0,Dehu Road,2,1220.0,4918.0327868852455
Super built-up  Area,Ready To Move,2.0,2.0,46.0,Dehu Road,2,1200.0,3833.3333333333335
Super built-up  Area,Ready To Move,5.0,1.0,251.0,Dehu Road,4,3596.0,6979.9777530589545
Super built-up  Area,Ready To Move,2.0,1.0,60.0,Dehu Road,2,1245.0,4819.277108433735
Super built-up  Area,Ready To Move,2.0,2.0,48.0,Dhankawadi,2,1100.0,4363.636363636364
Built-up  Area,Ready To Move,3.0,2.0,140.0,Dhankawadi,3,2497.0,5606.728073688426
Super built-up  Area,Ready To Move,3.0,2.0,95.0,Dhankawadi,3,1665.0,5705.705705705705
Super built-up  Area,Ready To Move,2.0,1.0,48.5,Dhankawadi,2,1040.0,4663.461538461538
Super built-up  Area,Ready To Move,2.0,2.0,61.75,Dhankawadi,2,1083.0,5701.754385964912
Super built-up  Area,Ready To Move,3.0,2.0,152.0,Dhankawadi,4,2181.0,6969.280146721688
Super built-up  Area,21-Jan,3.0,2.0,58.0,Dhankawadi,3,1100.0,5272.727272727273
Super built-up  Area,Ready To Move,2.0,2.0,71.55,Dhankawadi,2,1325.0,5400.0
Super built-up  Area,18-Dec,2.0,3.0,74.0,Dhankawadi,2,1290.0,5736.434108527132
Super built-up  Area,Ready To Move,2.0,2.0,65.0,Dhankawadi,2,1480.0,4391.891891891892
Super built-up  Area,21-Nov,1.0,1.0,25.25,Dhankawadi,1,510.0,4950.980392156863
Plot  Area,Ready To Move,5.0,2.0,200.0,Dhankawadi,5,2280.0,8771.929824561403
Super built-up  Area,Ready To Move,2.0,2.0,38.24,Dhankawadi,2,1128.0,3390.0709219858154
Super built-up  Area,Ready To Move,2.0,1.0,62.0,Dhankawadi,2,1050.0,5904.761904761905
Super built-up  Area,Ready To Move,2.0,2.0,47.39,Dhankawadi,2,1185.0,3999.15611814346
Super built-up  Area,Ready To Move,2.0,1.0,25.0,Dhankawadi,1,581.91,4296.197006409926
Plot  Area,Ready To Move,4.0,1.0,139.0,Dhankawadi,4,2000.0,6950.0
Super built-up  Area,Ready To Move,2.0,1.0,83.0,Dhankawadi,2,1270.0,6535.433070866142
Super built-up  Area,Ready To Move,2.0,2.0,45.0,Dhankawadi,2,1050.0,4285.714285714285
Super built-up  Area,Ready To Move,2.0,3.0,42.0,Dhankawadi,2,1200.0,3500.0
Super built-up  Area,18-Apr,2.0,1.0,96.17,Dhankawadi,2,1346.0,7144.873699851411
Super built-up  Area,Ready To Move,3.0,3.0,170.0,Dhankawadi,3,2100.0,8095.238095238095
Super built-up  Area,Ready To Move,2.0,2.0,65.0,Dhankawadi,2,1400.0,4642.857142857143
Plot  Area,Ready To Move,3.0,2.0,78.0,Dhankawadi,3,1200.0,6500.0
Super built-up  Area,Ready To Move,2.0,2.0,65.0,Dhankawadi,2,1300.0,5000.0
Plot  Area,18-Mar,3.0,1.0,140.0,Dhankawadi,3,2238.0,6255.585344057194
Super built-up  Area,Ready To Move,2.0,1.0,79.0,Dhankawadi,2,1197.0,6599.832915622389
Built-up  Area,Ready To Move,2.0,2.0,42.0,Dhankawadi,2,1023.0,4105.571847507332
Super built-up  Area,Ready To Move,3.0,3.0,86.45,Dhankawadi,3,1650.0,5239.393939393939
Plot  Area,Ready To Move,3.0,3.0,150.0,Dhankawadi,7,2400.0,6250.0
Super built-up  Area,Ready To Move,1.0,0.0,28.32,Dhankawadi,1,708.0,4000.0
Plot  Area,Ready To Move,2.0,0.0,65.0,Dhankawadi,2,1110.0,5855.855855855856
Built-up  Area,Ready To Move,2.0,2.0,35.0,Dhankawadi,2,1060.0,3301.8867924528304
Super built-up  Area,Ready To Move,3.0,2.0,169.0,Dhankawadi,3,2266.0,7458.075904677847
Super built-up  Area,Ready To Move,2.0,2.0,60.0,Dhankawadi,2,1190.0,5042.016806722689
Super built-up  Area,Ready To Move,2.0,2.0,55.0,Dhankawadi,2,982.0,5600.814663951121
Plot  Area,Ready To Move,5.0,2.0,230.0,Dhankawadi,4,3401.0,6762.7168479858865
Super built-up  Area,Ready To Move,2.0,3.0,42.69,Dhankawadi,2,1334.0,3200.1499250374814
Plot  Area,Ready To Move,2.0,0.0,53.0,Dhankawadi,2,1200.0,4416.666666666667
Super built-up  Area,Ready To Move,2.0,2.0,65.0,Dhankawadi,2,1301.0,4996.156802459646
Super built-up  Area,Ready To Move,2.0,2.0,60.0,Dhankawadi,2,1073.0,5591.798695246971
Built-up  Area,Ready To Move,2.0,1.0,45.0,Dhankawadi,2,1065.0,4225.352112676056
Super built-up  Area,Ready To Move,2.0,0.0,48.0,Dhankawadi,2,1000.0,4800.0
Super built-up  Area,Ready To Move,2.0,3.0,82.0,Dhankawadi,3,1489.0,5507.051712558764
Super built-up  Area,18-Dec,1.0,1.0,62.0,Dhankawadi,1,905.0,6850.828729281768
Super built-up  Area,Ready To Move,2.0,1.0,56.0,Dhankawadi,2,1180.0,4745.762711864407
Super built-up  Area,Ready To Move,2.0,1.0,42.0,Dhankawadi,2,1200.0,3500.0
Super built-up  Area,Ready To Move,3.0,1.0,93.0,Dhankawadi,2,1352.0,6878.698224852071
Super built-up  Area,21-Jul,3.0,0.0,88.2,Dhankawadi,3,1700.0,5188.235294117647
Super built-up  Area,Ready To Move,2.0,2.0,37.0,Dhankawadi,2,1015.0,3645.320197044335
Built-up  Area,Ready To Move,2.0,2.0,93.0,Dhankawadi,3,1503.0,6187.624750499002
Super built-up  Area,Ready To Move,2.0,3.0,87.0,Dhankawadi,3,1419.0,6131.0782241014795
Super built-up  Area,Ready To Move,2.0,2.0,65.0,Dhankawadi,2,1142.0,5691.768826619965
Super built-up  Area,Ready To Move,3.0,2.0,117.0,Dhankawadi,3,1680.0,6964.285714285715
Super built-up  Area,Ready To Move,2.0,2.0,65.0,Dhankawadi,2,1350.0,4814.814814814815
Plot  Area,Ready To Move,2.0,0.0,80.0,Dhankawadi,2,1200.0,6666.666666666667
Plot  Area,Ready To Move,3.0,0.0,66.0,Dhankawadi,3,1200.0,5500.0
Super built-up  Area,Ready To Move,3.0,1.0,75.0,Dhankawadi,3,1360.0,5514.705882352941
Super built-up  Area,Ready To Move,2.0,2.0,45.0,Dhankawadi,2,1400.0,3214.285714285714
Plot  Area,Ready To Move,2.0,0.0,45.0,Dhankawadi,1,1350.0,3333.3333333333335
Super built-up  Area,18-Apr,3.0,2.0,130.0,Dhankawadi,3,1860.0,6989.247311827957
Plot  Area,Ready To Move,3.0,2.0,198.0,Dhankawadi,4,2990.0,6622.0735785953175
Super built-up  Area,Ready To Move,2.0,1.0,40.0,Dhankawadi,2,865.0,4624.277456647399
Super built-up  Area,Ready To Move,2.0,1.0,80.0,Dhankawadi,2,1270.0,6299.212598425197
Plot  Area,18-May,2.0,1.0,45.82,Dhankawadi,2,845.0,5422.485207100592
Super built-up  Area,Ready To Move,2.0,2.0,48.0,Dhankawadi,2,1200.0,4000.0
Super built-up  Area,17-Nov,2.0,1.0,62.0,Dhankawadi,2,1059.0,5854.579792256846
Built-up  Area,Ready To Move,2.0,2.0,80.0,Dhankawadi,2,1300.0,6153.846153846154
Built-up  Area,Ready To Move,4.0,2.0,260.0,Dhankawadi,3,2980.0,8724.832214765102
Built-up  Area,Ready To Move,2.0,1.0,55.0,Dhankawadi,2,1200.0,4583.333333333333
Super built-up  Area,Ready To Move,1.0,1.0,32.6,Dhankawadi,2,795.0,4100.62893081761
Super built-up  Area,Ready To Move,4.0,2.0,325.0,Dhankawadi,4,4190.0,7756.563245823389
Super built-up  Area,Ready To Move,2.0,3.0,58.0,Dhankawadi,2,1000.0,5800.0
Super built-up  Area,Ready To Move,2.0,1.0,36.0,Dhankawadi,2,1130.0,3185.8407079646017
Super built-up  Area,Ready To Move,2.0,3.0,45.0,Dhankawadi,2,935.0,4812.834224598931
Super built-up  Area,Ready To Move,1.0,2.0,51.0,Dhankawadi,2,929.0,5489.773950484392
Super built-up  Area,18-Apr,2.0,2.0,40.0,Dhankawadi,2,1150.0,3478.2608695652175
Super built-up  Area,20-Oct,3.0,1.0,69.46,Dhankawadi,3,1392.0,4989.942528735632
Super built-up  Area,Ready To Move,3.0,2.0,105.0,Dhankawadi,3,1750.0,6000.0
Super built-up  Area,Ready To Move,3.0,2.0,80.99,Dhankawadi,3,1350.0,5999.259259259258
Super built-up  Area,Ready To Move,3.0,2.0,140.0,Dhankawadi,3,1745.0,8022.9226361031515
Built-up  Area,Ready To Move,4.0,0.0,170.0,Dhankawadi,4,2500.0,6800.0
Built-up  Area,18-Dec,2.0,1.0,30.75,Dhankawadi,2,1065.0,2887.323943661972
Super built-up  Area,Ready To Move,3.0,3.0,120.0,Dhankawadi,3,1715.0,6997.084548104956
Super built-up  Area,18-Jul,2.0,1.0,74.03,Dhankawadi,2,1346.0,5500.0
Super built-up  Area,Ready To Move,2.0,2.0,58.0,Dhankawadi,2,1153.0,5030.3555941023415
Super built-up  Area,Ready To Move,2.0,1.0,62.0,Dhankawadi,2,964.0,6431.535269709543
Plot  Area,Ready To Move,2.0,1.0,65.0,Dhankawadi,2,1160.0,5603.448275862069
Super built-up  Area,20-Aug,3.0,1.0,95.23,Dhankawadi,3,1583.0,6015.792798483892
Built-up  Area,Ready To Move,3.0,3.0,110.0,Dhankawadi,3,1850.0,5945.945945945946
Super built-up  Area,Ready To Move,3.0,1.0,78.0,Dhankawadi,2,1267.0,6156.274664561957
Super built-up  Area,18-Apr,5.0,2.0,221.0,Dhankawadi,4,3360.0,6577.380952380952
Super built-up  Area,Ready To Move,2.0,1.0,82.0,Dhayari Phata,2,1175.0,6978.723404255319
Plot  Area,17-Oct,2.0,1.0,45.0,Dhayari Phata,2,720.0,6250.0
Plot  Area,Ready To Move,2.0,1.0,55.0,Dhayari Phata,2,600.0,9166.666666666666
Plot  Area,Ready To Move,4.0,0.0,90.0,Dhayari Phata,4,1200.0,7500.0
Plot  Area,Ready To Move,3.0,0.0,95.0,Dhayari Phata,3,1200.0,7916.666666666667
Super built-up  Area,Ready To Move,3.0,2.0,141.0,Dhayari Phata,3,2557.0,5514.274540477121
Super built-up  Area,Ready To Move,3.0,2.0,120.0,Dhayari Phata,3,1897.0,6325.77754348972
Super built-up  Area,18-Mar,2.0,2.0,85.0,Dhayari Phata,3,1360.0,6250.0
Super built-up  Area,Ready To Move,3.0,3.0,93.93,Dhayari Phata,3,1515.0,6200.0
Built-up  Area,18-Dec,3.0,1.0,239.0,Dhayari Phata,3,2611.0,9153.581003446956
Super built-up  Area,Ready To Move,2.0,2.0,71.5,Dhayari Phata,2,1100.0,6500.0
Super built-up  Area,19-Dec,2.0,1.0,86.28,Dhayari Phata,2,1245.0,6930.120481927711
Built-up  Area,18-Mar,3.0,1.0,115.0,Dhayari Phata,3,1655.0,6948.640483383686
Super built-up  Area,Ready To Move,3.0,1.0,97.0,Dhayari Phata,3,1700.0,5705.882352941177
Super built-up  Area,Ready To Move,3.0,2.0,82.5,Dhayari Phata,3,1555.0,5305.4662379421225
Super built-up  Area,Ready To Move,2.0,1.0,75.0,Dhayari Phata,2,1149.0,6527.415143603133
Super built-up  Area,18-Aug,1.0,1.0,31.75,Dhayari Phata,1,648.0,4899.691358024691
Super built-up  Area,18-Dec,4.0,3.0,191.0,Dhayari Phata,4,2690.0,7100.371747211896
Super built-up  Area,18-Aug,3.0,2.0,135.0,Dhayari Phata,3,1856.0,7273.706896551724
Super built-up  Area,Ready To Move,3.0,1.0,160.0,Dhayari Phata,3,1680.0,9523.809523809523
Super built-up  Area,19-Jan,2.0,1.0,74.0,Dhayari Phata,2,1150.0,6434.782608695652
Built-up  Area,Ready To Move,2.0,2.0,75.0,Dhayari Phata,2,1165.0,6437.768240343347
Super built-up  Area,Ready To Move,3.0,2.0,130.0,Dhayari Phata,3,2065.0,6295.399515738499
Built-up  Area,Ready To Move,1.0,0.0,20.0,Dhayari Phata,1,600.0,3333.3333333333335
Built-up  Area,17-Dec,1.0,1.0,60.0,Dhayari Phata,1,630.0,9523.809523809523
Super built-up  Area,19-Mar,2.0,2.0,76.23,Dhayari Phata,2,924.0,8250.0
Super built-up  Area,19-Dec,1.0,1.0,34.0,Dhayari Phata,1,658.0,5167.173252279636
Super built-up  Area,18-Apr,3.0,2.0,93.5,Dhayari Phata,3,1700.0,5500.0
Plot  Area,Ready To Move,1.0,1.0,306.0,Dhayari Phata,1,3820.0,8010.471204188481
Super built-up  Area,Ready To Move,2.0,2.0,95.0,Dhayari Phata,2,1390.0,6834.53237410072
Built-up  Area,Ready To Move,3.0,0.0,140.0,Dhayari Phata,2,1567.0,8934.269304403319
Super built-up  Area,Ready To Move,2.0,1.0,69.0,Dhayari Phata,3,1225.0,5632.65306122449
Super built-up  Area,Ready To Move,4.0,2.0,120.0,Dhayari Phata,3,1850.0,6486.486486486487
Super built-up  Area,Ready To Move,1.0,1.0,38.0,Dhayari Phata,1,654.0,5810.397553516819
Built-up  Area,Ready To Move,4.0,2.0,255.0,Dhayari Phata,4,4200.0,6071.428571428572
Super built-up  Area,Ready To Move,2.0,2.0,100.0,Dhayari Phata,2,1209.0,8271.298593879239
Super built-up  Area,Ready To Move,2.0,2.0,90.0,Dhayari Phata,2,1150.0,7826.086956521739
Super built-up  Area,18-Apr,2.0,1.0,65.0,Dhayari Phata,2,1012.0,6422.924901185771
Super built-up  Area,18-Mar,3.0,3.0,112.0,Dhayari Phata,3,1762.0,6356.413166855846
Plot  Area,Ready To Move,6.0,2.0,295.0,Dhayari Phata,5,3750.0,7866.666666666667
Super built-up  Area,Ready To Move,2.0,1.0,80.0,Dhayari Phata,2,1178.0,6791.171477079796
Super built-up  Area,Ready To Move,4.0,2.0,151.0,Dhayari Phata,3,2072.0,7287.644787644787
Built-up  Area,Ready To Move,2.0,1.0,70.0,Dhayari Phata,2,1065.0,6572.769953051643
Super built-up  Area,Ready To Move,3.0,3.0,115.0,Dhayari Phata,3,1945.0,5912.596401028278
Super built-up  Area,Ready To Move,2.0,1.0,78.0,Dhayari Phata,2,1242.0,6280.193236714976
Built-up  Area,Ready To Move,4.0,1.0,180.0,Dhayari Phata,4,2400.0,7500.0
Super built-up  Area,Ready To Move,4.0,1.0,223.0,Dhayari Phata,4,2650.0,8415.094339622641
Built-up  Area,18-Mar,4.0,1.0,220.0,Dhayari Phata,4,3385.0,6499.261447562777
Super built-up  Area,Ready To Move,2.0,3.0,110.0,Dhayari Phata,3,1510.0,7284.76821192053
Super built-up  Area,19-Dec,3.0,1.0,122.0,Dhole Patil Road,3,1755.0,6951.5669515669515
Super built-up  Area,18-Dec,3.0,1.0,74.75,Dhole Patil Road,3,1436.0,5205.431754874652
Super built-up  Area,Ready To Move,3.0,2.0,78.29,Dhole Patil Road,3,1475.0,5307.796610169492
Super built-up  Area,Ready To Move,3.0,3.0,150.0,Dhole Patil Road,3,1850.0,8108.108108108108
Super built-up  Area,Ready To Move,3.0,1.0,95.0,Dhole Patil Road,3,1511.0,6287.22700198544
Built-up  Area,Ready To Move,3.0,2.0,85.0,Dhole Patil Road,3,1630.0,5214.7239263803685
Built-up  Area,Ready To Move,3.0,3.0,120.0,Dhole Patil Road,3,2300.0,5217.391304347826
Built-up  Area,Ready To Move,6.0,2.0,115.0,Dhole Patil Road,7,2500.0,4600.0
Super built-up  Area,18-Apr,2.0,1.0,86.51,Dhole Patil Road,3,1396.0,6196.991404011461
Built-up  Area,Ready To Move,3.0,2.0,90.0,Dhole Patil Road,3,1480.0,6081.081081081081
Super built-up  Area,Ready To Move,2.0,1.0,67.0,Dhole Patil Road,2,996.0,6726.907630522089
Super built-up  Area,19-Dec,3.0,1.0,124.0,Dhole Patil Road,3,1865.0,6648.793565683646
Super built-up  Area,Ready To Move,2.0,2.0,150.0,Dhole Patil Road,3,1875.0,8000.0
Plot  Area,Ready To Move,2.0,2.0,85.0,Dhole Patil Road,3,1158.0,7340.241796200346
Built-up  Area,Ready To Move,3.0,2.0,115.0,Dhole Patil Road,3,1533.0,7501.630789302022
Super built-up  Area,17-Dec,2.0,1.0,100.0,Dhole Patil Road,2,1290.0,7751.937984496124
Super built-up  Area,19-May,2.0,2.0,98.94,Dhole Patil Road,3,1476.0,6703.252032520325
Super built-up  Area,Ready To Move,3.0,2.0,170.0,Dhole Patil Road,3,2180.0,7798.165137614679
Super built-up  Area,Ready To Move,3.0,2.0,140.0,Dhole Patil Road,3,1801.0,7773.459189339256
Plot  Area,Ready To Move,3.0,2.0,130.0,Dhole Patil Road,3,2200.0,5909.090909090909
Super built-up  Area,21-Jan,1.0,1.0,30.0,Dhole Patil Road,1,525.0,5714.285714285715
Super built-up  Area,Ready To Move,2.0,1.0,82.0,Dhole Patil Road,2,1400.0,5857.142857142857
Plot  Area,Ready To Move,3.0,2.0,45.0,Dhole Patil Road,2,600.0,7500.0
Plot  Area,Ready To Move,2.0,0.0,66.0,Dhole Patil Road,3,1200.0,5500.0
Super built-up  Area,Ready To Move,2.0,2.0,104.0,Dhole Patil Road,2,1418.0,7334.273624823695
Super built-up  Area,Ready To Move,2.0,2.0,88.0,Dhole Patil Road,2,1500.0,5866.666666666667
Super built-up  Area,Ready To Move,3.0,1.0,150.0,Dhole Patil Road,3,1850.0,8108.108108108108
Super built-up  Area,Ready To Move,1.0,1.0,29.44,Dhole Patil Road,1,530.0,5554.7169811320755
Super built-up  Area,18-May,3.0,2.0,108.0,Dhole Patil Road,3,1890.0,5714.285714285715
Super built-up  Area,Ready To Move,2.0,1.0,62.0,Dhole Patil Road,2,1000.0,6200.0
Super built-up  Area,Ready To Move,4.0,2.0,145.0,Dhole Patil Road,5,2000.0,7250.0
Super built-up  Area,Ready To Move,3.0,2.0,104.0,Dhole Patil Road,3,1500.0,6933.333333333333
Built-up  Area,Ready To Move,3.0,2.0,120.0,Dhole Patil Road,3,1785.0,6722.689075630252
Super built-up  Area,Ready To Move,2.0,1.0,56.0,Dhole Patil Road,2,965.0,5803.108808290155
Built-up  Area,Ready To Move,2.0,2.0,65.0,Dhole Patil Road,2,1120.0,5803.571428571428
Super built-up  Area,Ready To Move,3.0,2.0,117.0,Dhole Patil Road,3,1998.0,5855.855855855856
Super built-up  Area,Ready To Move,1.0,0.0,45.0,Dhole Patil Road,1,600.0,7500.0
Super built-up  Area,Ready To Move,1.0,1.0,35.0,Dhole Patil Road,1,697.0,5021.520803443329
